9.951183199882507324e-02,-4.329355806112289429e-02,2.532032430171966553e-01,1.072015389800071716e-01,2.592292055487632751e-02,2.470062226057052612e-01,7.959032058715820312e-02,-1.232217550277709961e-01,3.687059506773948669e-02,4.129765927791595459e-01,3.860920667648315430e-02,2.818468958139419556e-03,1.308238655328750610e-01,-1.420142129063606262e-02,-2.576097846031188965e-02
-2.725525498390197754e-01,1.955660730600357056e-01,4.109129682183265686e-02,3.730100393295288086e-02,1.571014672517776489e-01,-3.066125512123107910e-01,-2.318570949137210846e-02,-9.090384840965270996e-02,-1.670981943607330322e-01,-9.295862913131713867e-02,1.834262162446975708e-02,2.120876759290695190e-01,-4.398175701498985291e-02,2.346994727849960327e-01,2.025554180145263672e-01
-7.925542443990707397e-02,-1.613683253526687622e-01,1.780695468187332153e-01,-1.863089054822921753e-01,8.898848667740821838e-03,-5.212039500474929810e-02,-1.166069060564041138e-01,2.668277025222778320e-01,-1.936456412076950073e-01,4.714245721697807312e-02,-9.027869999408721924e-02,1.142316870391368866e-02,1.124416217207908630e-01,-2.478656470775604248e-01,4.301205649971961975e-02
-1.183128952980041504e-01,1.329875737428665161e-01,-2.439876198768615723e-01,1.927966922521591187e-01,-3.684349656105041504e-01,-7.724887132644653320e-02,1.031623594462871552e-02,-1.491867452859878540e-01,2.498388476669788361e-02,8.258603513240814209e-02,6.169851869344711304e-02,2.206755876541137695e-01,-4.069078266620635986e-01,-3.512626513838768005e-03,2.652460895478725433e-02
-1.123641431331634521e-01,-1.888515204191207886e-01,1.588012278079986572e-01,-2.462949156761169434e-01,1.710926294326782227e-01,-2.728453874588012695e-01,3.004459477961063385e-02,-2.232372760772705078e-03,1.706045418977737427e-01,-1.941800676286220551e-02,-1.497798711061477661e-01,-6.321610510349273682e-02,4.669817537069320679e-02,3.303380012512207031e-01,1.756672002375125885e-02
2.065806537866592407e-01,1.547373682260513306e-01,-1.568763256072998047e-01,1.654040217399597168e-01,-1.554602850228548050e-02,2.220338433980941772e-01,-9.145780652761459351e-02,4.716897383332252502e-02,1.643620729446411133e-01,2.578913271427154541e-01,2.252071201801300049e-01,-1.677746325731277466e-01,-2.999035716056823730e-01,-2.176905274391174316e-01,3.318458795547485352e-01
-1.693289726972579956e-01,-1.801883988082408905e-02,-1.220376566052436829e-01,-5.507923662662506104e-02,-3.240122795104980469e-01,2.457436174154281616e-01,6.913731247186660767e-02,-1.845207959413528442e-01,-6.683735549449920654e-02,-3.131898343563079834e-01,-1.656279116868972778e-01,-1.281592994928359985e-01,1.608375608921051025e-01,1.249935850501060486e-01,8.166499435901641846e-02
3.155620768666267395e-02,-7.170168310403823853e-02,-2.120712548494338989e-01,-1.708412319421768188e-01,1.897783726453781128e-01,-2.705160379409790039e-01,7.690116763114929199e-02,-7.583304308354854584e-03,-2.326921001076698303e-02,1.256601810455322266e-01,9.654379636049270630e-02,-2.417996525764465332e-01,-6.369682401418685913e-02,-9.446395933628082275e-02,1.510365754365921021e-01
-3.444904834032058716e-02,-2.830113470554351807e-01,-7.094588130712509155e-02,7.277469336986541748e-02,-2.460286319255828857e-01,2.771314382553100586e-01,-1.313381195068359375e-01,-9.380792081356048584e-02,-1.999114640057086945e-02,1.842247545719146729e-01,1.839911788702011108e-01,-2.521617710590362549e-01,-4.680511076003313065e-03,-1.132654920220375061e-01,2.511275187134742737e-02
-1.580106168985366821e-01,2.878095209598541260e-01,-8.096922188997268677e-02,-1.066008433699607849e-01,1.497709453105926514e-01,9.170743077993392944e-02,-1.282518953084945679e-01,3.002114826813340187e-04,2.785185538232326508e-02,2.709655761718750000e-01,6.208891794085502625e-02,-9.646920487284660339e-03,6.132495403289794922e-02,-2.344810962677001953e-01,1.293488293886184692e-01
-8.704674988985061646e-02,2.361743152141571045e-01,-2.261797711253166199e-02,-5.880034063011407852e-03,1.859951019287109375e-01,-6.657789647579193115e-02,1.321417689323425293e-01,-1.847225725650787354e-01,-2.158766090869903564e-01,-9.748902171850204468e-03,-5.902833119034767151e-02,6.253238022327423096e-02,-1.159869972616434097e-02,-1.352646499872207642e-01,2.531125843524932861e-01
-6.163832917809486389e-02,2.279844731092453003e-01,-2.215501815080642700e-01,1.031734645366668701e-01,1.952586621046066284e-01,-2.019720673561096191e-01,1.108896806836128235e-01,-1.617189496755599976e-01,-2.433127760887145996e-01,-1.119857206940650940e-01,7.895492948591709137e-03,1.375741064548492432e-01,1.470029056072235107e-01,3.678120970726013184e-01,4.510407149791717529e-02
1.700151339173316956e-02,-2.250548899173736572e-01,1.765701323747634888e-01,-1.022093147039413452e-01,5.250375717878341675e-03,-2.723232470452785492e-02,-1.197976917028427124e-01,1.081381961703300476e-01,-1.579266041517257690e-01,5.735821276903152466e-02,-8.538492769002914429e-02,1.236881036311388016e-02,-4.030921310186386108e-02,-9.002351015806198120e-02,-2.938175499439239502e-01
-2.907858788967132568e-01,-7.005628198385238647e-02,1.625377684831619263e-02,5.708966031670570374e-02,-1.334913074970245361e-01,-6.442942470312118530e-02,4.249006807804107666e-01,9.701182693243026733e-02,2.100067734718322754e-01,1.751334071159362793e-01,-6.691565364599227905e-02,-1.381266117095947266e-01,2.394180446863174438e-01,4.456189870834350586e-01,-3.807083070278167725e-01
1.202937439084053040e-01,-2.505131363868713379e-01,-1.773475706577301025e-01,-2.008584737777709961e-01,2.575365006923675537e-01,-9.340995550155639648e-02,-1.783186048269271851e-01,-9.548670495860278606e-04,-2.227529697120189667e-02,-2.973797619342803955e-01,1.861334890127182007e-01,-3.085819445550441742e-02,1.692976951599121094e-01,6.272320449352264404e-02,-9.358175843954086304e-02
