-2.959753870964050293e-01,-3.561747372150421143e-01,-2.005126178264617920e-01,-1.424148827791213989e-01,-2.932587265968322754e-02,1.650615185499191284e-01,1.773309707641601562e-01,-6.955067068338394165e-02,1.733623147010803223e-01,1.947950869798660278e-01,1.116990968585014343e-01,3.025952875614166260e-01,2.529582679271697998e-01,2.585656046867370605e-01,-4.946197196841239929e-02,3.790802657604217529e-01
-8.876558393239974976e-02,7.470612972974777222e-02,-5.769229028373956680e-04,8.463670313358306885e-02,1.902538537979125977e-01,1.730921715497970581e-01,-3.322639316320419312e-02,2.072753161191940308e-01,-7.766098529100418091e-02,-1.874687671661376953e-01,-1.020860522985458374e-01,-2.623585164546966553e-01,-4.378797858953475952e-02,1.353549063205718994e-01,-5.542840436100959778e-02,2.498676329851150513e-01
1.558778584003448486e-01,3.259205520153045654e-01,-5.831245705485343933e-02,2.135656774044036865e-01,-1.381244137883186340e-02,-1.744779646396636963e-01,1.635994911193847656e-01,1.715692728757858276e-01,2.236215472221374512e-01,-2.359934151172637939e-01,2.106898427009582520e-01,-2.065307050943374634e-01,2.813521539792418480e-03,-2.957881987094879150e-01,-1.582048982381820679e-01,-4.823811948299407959e-01
-3.446304425597190857e-02,-1.904583126306533813e-01,-2.077423930168151855e-01,-6.256342679262161255e-02,-1.096636131405830383e-01,-2.065943032503128052e-01,2.022276632487773895e-02,-3.084617853164672852e-01,-1.694094240665435791e-01,1.361076533794403076e-01,-6.012465804815292358e-02,1.729821786284446716e-02,-2.010342329740524292e-01,-1.865971982479095459e-01,-1.297446340322494507e-01,-1.824359968304634094e-02
-8.079277351498603821e-03,-2.091854959726333618e-01,2.793390154838562012e-01,3.285990953445434570e-01,-6.941821426153182983e-02,3.100526928901672363e-01,8.219550549983978271e-02,2.265953868627548218e-01,2.278924137353897095e-01,9.746073186397552490e-02,3.780119419097900391e-01,-1.331745833158493042e-01,-6.449000537395477295e-02,-1.158150658011436462e-02,1.437565684318542480e-01,2.110101282596588135e-01
-1.217703074216842651e-01,-2.158603817224502563e-02,-1.891420185565948486e-01,-9.472098201513290405e-02,1.120084077119827271e-01,2.714515030384063721e-01,1.792726218700408936e-01,1.912564188241958618e-01,-6.080020591616630554e-02,2.304416298866271973e-01,-1.522597968578338623e-01,1.615267395973205566e-01,-2.561471760272979736e-01,2.221142798662185669e-01,1.161628812551498413e-01,1.755227446556091309e-01
-3.474766314029693604e-01,1.912220753729343414e-02,8.686034008860588074e-03,-2.744051516056060791e-01,-1.026915758848190308e-01,2.243895679712295532e-01,2.434763498604297638e-02,2.178642451763153076e-01,4.292547237128019333e-03,3.359431624412536621e-01,1.993975490331649780e-01,2.941612005233764648e-01,9.280026704072952271e-02,3.591396212577819824e-01,3.868200182914733887e-01,4.132056236267089844e-01
-1.590737104415893555e-01,-1.888970285654067993e-01,-2.057276219129562378e-01,-3.008228838443756104e-01,1.915193051099777222e-01,1.544013470411300659e-01,2.351542860269546509e-01,7.983798533678054810e-02,-5.940284207463264465e-02,-8.379777520895004272e-02,-1.749152690172195435e-01,2.631565034389495850e-01,2.373484373092651367e-01,1.894417852163314819e-01,-1.511775553226470947e-01,1.018998399376869202e-01
5.649766325950622559e-01,5.325885415077209473e-01,9.215719997882843018e-02,2.721579670906066895e-01,1.154479607939720154e-01,1.485534459352493286e-01,3.907596766948699951e-01,4.146662056446075439e-01,2.789316475391387939e-01,-7.185504306107759476e-03,3.533696830272674561e-01,3.524155616760253906e-01,3.628431558609008789e-01,2.888596951961517334e-01,1.741034239530563354e-01,-8.846997469663619995e-02
1.126676611602306366e-02,-9.121449291706085205e-02,-1.134417429566383362e-01,-3.563935458660125732e-01,-2.356044650077819824e-01,-1.813406199216842651e-01,2.876732051372528076e-01,4.945269599556922913e-02,-2.524266578257083893e-02,2.023368887603282928e-02,2.320182323455810547e-01,5.461471527814865112e-02,-2.283231541514396667e-02,1.348378956317901611e-01,5.390679091215133667e-02,1.837778240442276001e-01
-2.873575687408447266e-01,-1.768002957105636597e-01,-1.656512767076492310e-01,9.148492664098739624e-02,-1.356539279222488403e-01,-2.851732373237609863e-01,-1.238665059208869934e-01,9.746979922056198120e-02,9.718072414398193359e-02,1.209971681237220764e-01,6.492616608738899231e-03,2.461107820272445679e-01,2.573018670082092285e-01,2.070412188768386841e-01,-2.136701643466949463e-01,-1.401492506265640259e-01
-1.581124365329742432e-01,-4.425727203488349915e-02,-1.908711940050125122e-01,1.287813782691955566e-01,-1.680863648653030396e-01,1.803542673587799072e-01,7.685969024896621704e-02,4.320241138339042664e-02,-2.044765353202819824e-01,1.369328647851943970e-01,2.182668000459671021e-01,2.776676118373870850e-01,2.714515030384063721e-01,-1.004165560007095337e-01,2.302062697708606720e-02,-8.023415692150592804e-03
